2024-10-24T13:03:27.739016785Z ++ K8S_NODE=ci-op-2fcpj5j6-f6035-2lklf-master-0
2024-10-24T13:03:27.739016785Z ++ [[ -n ci-op-2fcpj5j6-f6035-2lklf-master-0 ]]
2024-10-24T13:03:27.739016785Z ++ [[ -f /env/ci-op-2fcpj5j6-f6035-2lklf-master-0 ]]
2024-10-24T13:03:27.739016785Z ++ northd_pidfile=/var/run/ovn/ovn-northd.pid
2024-10-24T13:03:27.739016785Z ++ controller_pidfile=/var/run/ovn/ovn-controller.pid
2024-10-24T13:03:27.739016785Z ++ controller_logfile=/var/log/ovn/acl-audit-log.log
2024-10-24T13:03:27.739016785Z ++ vswitch_dbsock=/var/run/openvswitch/db.sock
2024-10-24T13:03:27.739016785Z ++ nbdb_pidfile=/var/run/ovn/ovnnb_db.pid
2024-10-24T13:03:27.739016785Z ++ nbdb_sock=/var/run/ovn/ovnnb_db.sock
2024-10-24T13:03:27.739016785Z ++ nbdb_ctl=/var/run/ovn/ovnnb_db.ctl
2024-10-24T13:03:27.739278325Z ++ sbdb_pidfile=/var/run/ovn/ovnsb_db.pid
2024-10-24T13:03:27.739278325Z ++ sbdb_sock=/var/run/ovn/ovnsb_db.sock
2024-10-24T13:03:27.739278325Z ++ sbdb_ctl=/var/run/ovn/ovnsb_db.ctl
2024-10-24T13:03:27.739933275Z + start-ovn-controller info
2024-10-24T13:03:27.739933275Z + local log_level=info
2024-10-24T13:03:27.739933275Z + [[ 1 -ne 1 ]]
2024-10-24T13:03:27.740434025Z ++ date -Iseconds
2024-10-24T13:03:27.742596944Z + echo '2024-10-24T13:03:27+00:00 - starting ovn-controller'
2024-10-24T13:03:27.742640495Z 2024-10-24T13:03:27+00:00 - starting ovn-controller
2024-10-24T13:03:27.742662575Z + exec ovn-controller unix:/var/run/openvswitch/db.sock -vfile:off --no-chdir --pidfile=/var/run/ovn/ovn-controller.pid --syslog-method=null --log-file=/var/log/ovn/acl-audit-log.log -vFACILITY:local0 -vconsole:info -vconsole:acl_log:off '-vPATTERN:console:%D{%Y-%m-%dT%H:%M:%S.###Z}|%05N|%c%T|%p|%m' -vsyslog:acl_log:info -vfile:acl_log:info
2024-10-24T13:31:42.986111996Z 2024-10-24T13:31:42.986Z|00514|binding|INFO|Setting lport openshift-console_console-849dfdb48-8n92v up in Southbound
2024-10-24T13:32:12.924052686Z 2024-10-24T13:32:12.923Z|00515|memory_trim|INFO|Detected inactivity (last active 30010 ms ago): trimming memory
2024-10-24T13:32:19.265010594Z 2024-10-24T13:32:19.264Z|00516|binding|INFO|Releasing lport openshift-kube-controller-manager_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:32:19.265010594Z 2024-10-24T13:32:19.264Z|00517|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:33:04.727820070Z 2024-10-24T13:33:04.727Z|00518|binding|INFO|Claiming lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:33:04.727820070Z 2024-10-24T13:33:04.727Z|00519|binding|INFO|openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:47 10.129.0.71
2024-10-24T13:33:04.812379066Z 2024-10-24T13:33:04.812Z|00520|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:33:04.812379066Z 2024-10-24T13:33:04.812Z|00521|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:33:05.052835203Z 2024-10-24T13:33:05.052Z|00522|binding|INFO|Releasing lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:33:05.052835203Z 2024-10-24T13:33:05.052Z|00523|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:33:16.984491028Z 2024-10-24T13:33:16.984Z|00524|binding|INFO|Claiming lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:33:16.984491028Z 2024-10-24T13:33:16.984Z|00525|binding|INFO|openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:47 10.129.0.71
2024-10-24T13:33:17.060635984Z 2024-10-24T13:33:17.060Z|00526|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:33:17.060635984Z 2024-10-24T13:33:17.060Z|00527|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:33:33.306335332Z 2024-10-24T13:33:33.306Z|00528|binding|INFO|Claiming lport openshift-etcd_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:33:33.306401622Z 2024-10-24T13:33:33.306Z|00529|binding|INFO|openshift-etcd_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:48 10.129.0.72
2024-10-24T13:33:33.377255258Z 2024-10-24T13:33:33.377Z|00530|binding|INFO|Setting lport openshift-etcd_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:33:33.377255258Z 2024-10-24T13:33:33.377Z|00531|binding|INFO|Setting lport openshift-etcd_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:33:51.912459976Z 2024-10-24T13:33:51.912Z|00532|binding|INFO|Releasing lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:33:51.912552976Z 2024-10-24T13:33:51.912Z|00533|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:34:07.045736213Z 2024-10-24T13:34:07.045Z|00534|binding|INFO|Releasing lport openshift-etcd_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:34:07.045820283Z 2024-10-24T13:34:07.045Z|00535|binding|INFO|Setting lport openshift-etcd_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:34:20.546526055Z 2024-10-24T13:34:20.546Z|00536|binding|INFO|Claiming lport openshift-kube-scheduler_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:34:20.546604835Z 2024-10-24T13:34:20.546Z|00537|binding|INFO|openshift-kube-scheduler_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:49 10.129.0.73
2024-10-24T13:34:20.614001231Z 2024-10-24T13:34:20.613Z|00538|binding|INFO|Setting lport openshift-kube-scheduler_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:34:20.614001231Z 2024-10-24T13:34:20.613Z|00539|binding|INFO|Setting lport openshift-kube-scheduler_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:34:54.370114712Z 2024-10-24T13:34:54.370Z|00540|binding|INFO|Releasing lport openshift-kube-scheduler_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:34:54.370265682Z 2024-10-24T13:34:54.370Z|00541|binding|INFO|Setting lport openshift-kube-scheduler_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:35:32.728243481Z 2024-10-24T13:35:32.728Z|00542|binding|INFO|Releasing lport openshift-apiserver_apiserver-6d6946f85d-8v797 from this chassis (sb_readonly=0)
2024-10-24T13:35:32.728243481Z 2024-10-24T13:35:32.728Z|00543|binding|INFO|Setting lport openshift-apiserver_apiserver-6d6946f85d-8v797 down in Southbound
2024-10-24T13:35:33.635944353Z 2024-10-24T13:35:33.635Z|00544|binding|INFO|Claiming lport openshift-apiserver_apiserver-79fb6d9f75-wm8d6 for this chassis.
2024-10-24T13:35:33.636018473Z 2024-10-24T13:35:33.636Z|00545|binding|INFO|openshift-apiserver_apiserver-79fb6d9f75-wm8d6: Claiming 0a:58:0a:81:00:4a 10.129.0.74
2024-10-24T13:35:33.711553210Z 2024-10-24T13:35:33.711Z|00546|binding|INFO|Setting lport openshift-apiserver_apiserver-79fb6d9f75-wm8d6 ovn-installed in OVS
2024-10-24T13:35:33.711553210Z 2024-10-24T13:35:33.711Z|00547|binding|INFO|Setting lport openshift-apiserver_apiserver-79fb6d9f75-wm8d6 up in Southbound
2024-10-24T13:36:25.335377395Z 2024-10-24T13:36:25.335Z|00548|memory_trim|INFO|Detected inactivity (last active 30001 ms ago): trimming memory
2024-10-24T13:37:32.501822938Z 2024-10-24T13:37:32.501Z|00549|memory_trim|INFO|Detected inactivity (last active 30002 ms ago): trimming memory
2024-10-24T13:38:04.812907317Z 2024-10-24T13:38:04.812Z|00550|memory_trim|INFO|Detected inactivity (last active 30002 ms ago): trimming memory
2024-10-24T13:46:25.518958624Z 2024-10-24T13:46:25.518Z|00551|binding|INFO|Claiming lport openshift-marketplace_redhat-operators-4vz46 for this chassis.
2024-10-24T13:46:25.518958624Z 2024-10-24T13:46:25.518Z|00552|binding|INFO|openshift-marketplace_redhat-operators-4vz46: Claiming 0a:58:0a:81:00:4b 10.129.0.75
2024-10-24T13:46:25.586043218Z 2024-10-24T13:46:25.585Z|00553|binding|INFO|Setting lport openshift-marketplace_redhat-operators-4vz46 ovn-installed in OVS
2024-10-24T13:46:25.586043218Z 2024-10-24T13:46:25.585Z|00554|binding|INFO|Setting lport openshift-marketplace_redhat-operators-4vz46 up in Southbound
2024-10-24T13:46:27.277534753Z 2024-10-24T13:46:27.277Z|00555|binding|INFO|Claiming lport openshift-marketplace_certified-operators-jtb9t for this chassis.
2024-10-24T13:46:27.277534753Z 2024-10-24T13:46:27.277Z|00556|binding|INFO|openshift-marketplace_certified-operators-jtb9t: Claiming 0a:58:0a:81:00:4c 10.129.0.76
2024-10-24T13:46:27.339869537Z 2024-10-24T13:46:27.339Z|00557|binding|INFO|Setting lport openshift-marketplace_certified-operators-jtb9t ovn-installed in OVS
2024-10-24T13:46:27.339869537Z 2024-10-24T13:46:27.339Z|00558|binding|INFO|Setting lport openshift-marketplace_certified-operators-jtb9t up in Southbound
2024-10-24T13:46:38.554867881Z 2024-10-24T13:46:38.554Z|00559|binding|INFO|Releasing lport openshift-marketplace_redhat-operators-4vz46 from this chassis (sb_readonly=0)
2024-10-24T13:46:38.554867881Z 2024-10-24T13:46:38.554Z|00560|binding|INFO|Setting lport openshift-marketplace_redhat-operators-4vz46 down in Southbound
2024-10-24T13:46:39.564462608Z 2024-10-24T13:46:39.564Z|00561|binding|INFO|Releasing lport openshift-marketplace_certified-operators-jtb9t from this chassis (sb_readonly=0)
2024-10-24T13:46:39.564557808Z 2024-10-24T13:46:39.564Z|00562|binding|INFO|Setting lport openshift-marketplace_certified-operators-jtb9t down in Southbound
2024-10-24T13:47:37.211013234Z 2024-10-24T13:47:37.210Z|00563|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:47:37.211013234Z 2024-10-24T13:47:37.210Z|00564|binding|INFO|openshift-kube-apiserver_revision-pruner-12-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:4d 10.129.0.77
2024-10-24T13:47:37.274078828Z 2024-10-24T13:47:37.273Z|00565|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:47:37.274078828Z 2024-10-24T13:47:37.273Z|00566|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:47:39.761507940Z 2024-10-24T13:47:39.761Z|00567|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:47:39.761507940Z 2024-10-24T13:47:39.761Z|00568|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:48:21.152183750Z 2024-10-24T13:48:21.152Z|00569|memory_trim|INFO|Detected inactivity (last active 30007 ms ago): trimming memory
2024-10-24T13:48:24.401614473Z 2024-10-24T13:48:24.401Z|00570|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:48:24.401681803Z 2024-10-24T13:48:24.401Z|00571|binding|INFO|openshift-kube-apiserver_revision-pruner-13-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:4e 10.129.0.78
2024-10-24T13:48:24.467188017Z 2024-10-24T13:48:24.467Z|00572|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:48:24.467188017Z 2024-10-24T13:48:24.467Z|00573|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:48:27.023052693Z 2024-10-24T13:48:27.022Z|00574|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:48:27.023052693Z 2024-10-24T13:48:27.023Z|00575|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:48:43.329495269Z 2024-10-24T13:48:43.329Z|00576|binding|INFO|Releasing lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s from this chassis (sb_readonly=0)
2024-10-24T13:48:43.329582059Z 2024-10-24T13:48:43.329Z|00577|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s down in Southbound
2024-10-24T13:48:45.828717919Z 2024-10-24T13:48:45.828Z|00578|binding|INFO|Claiming lport openshift-oauth-apiserver_apiserver-65b45c6554-tglr4 for this chassis.
2024-10-24T13:48:45.828796149Z 2024-10-24T13:48:45.828Z|00579|binding|INFO|openshift-oauth-apiserver_apiserver-65b45c6554-tglr4: Claiming 0a:58:0a:81:00:4f 10.129.0.79
2024-10-24T13:48:45.890860643Z 2024-10-24T13:48:45.890Z|00580|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-65b45c6554-tglr4 up in Southbound
2024-10-24T13:48:45.891477223Z 2024-10-24T13:48:45.891Z|00581|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-65b45c6554-tglr4 ovn-installed in OVS
2024-10-24T13:48:58.523949027Z 2024-10-24T13:48:58.523Z|00582|binding|INFO|Claiming lport openshift-kube-apiserver_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:48:58.524025847Z 2024-10-24T13:48:58.524Z|00583|binding|INFO|openshift-kube-apiserver_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:50 10.129.0.80
2024-10-24T13:48:58.588491921Z 2024-10-24T13:48:58.588Z|00584|binding|INFO|Setting lport openshift-kube-apiserver_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:48:58.588616721Z 2024-10-24T13:48:58.588Z|00585|binding|INFO|Setting lport openshift-kube-apiserver_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:49:28.550227726Z 2024-10-24T13:49:28.550Z|00586|memory_trim|INFO|Detected inactivity (last active 30026 ms ago): trimming memory
2024-10-24T13:49:38.470512399Z 2024-10-24T13:49:38.470Z|00587|binding|INFO|Releasing lport openshift-kube-apiserver_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:49:38.470640500Z 2024-10-24T13:49:38.470Z|00588|binding|INFO|Setting lport openshift-kube-apiserver_installer-13-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:50:27.080865504Z 2024-10-24T13:50:27.080Z|00589|memory_trim|INFO|Detected inactivity (last active 30021 ms ago): trimming memory
2024-10-24T13:50:43.687188276Z 2024-10-24T13:50:43.687Z|00590|binding|INFO|Releasing lport openshift-apiserver_apiserver-79fb6d9f75-wm8d6 from this chassis (sb_readonly=0)
2024-10-24T13:50:43.687257726Z 2024-10-24T13:50:43.687Z|00591|binding|INFO|Setting lport openshift-apiserver_apiserver-79fb6d9f75-wm8d6 down in Southbound
2024-10-24T13:50:44.406388250Z 2024-10-24T13:50:44.406Z|00592|binding|INFO|Claiming lport openshift-apiserver_apiserver-678f64f7c9-qqtmg for this chassis.
2024-10-24T13:50:44.406438020Z 2024-10-24T13:50:44.406Z|00593|binding|INFO|openshift-apiserver_apiserver-678f64f7c9-qqtmg: Claiming 0a:58:0a:81:00:51 10.129.0.81
2024-10-24T13:50:44.467806845Z 2024-10-24T13:50:44.467Z|00594|binding|INFO|Setting lport openshift-apiserver_apiserver-678f64f7c9-qqtmg ovn-installed in OVS
2024-10-24T13:50:44.467806845Z 2024-10-24T13:50:44.467Z|00595|binding|INFO|Setting lport openshift-apiserver_apiserver-678f64f7c9-qqtmg up in Southbound
2024-10-24T13:51:57.719966551Z 2024-10-24T13:51:57.719Z|00596|memory_trim|INFO|Detected inactivity (last active 30020 ms ago): trimming memory
2024-10-24T13:53:17.836482093Z 2024-10-24T13:53:17.836Z|00597|binding|INFO|Releasing lport openshift-oauth-apiserver_apiserver-65b45c6554-tglr4 from this chassis (sb_readonly=0)
2024-10-24T13:53:17.836567593Z 2024-10-24T13:53:17.836Z|00598|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-65b45c6554-tglr4 down in Southbound
2024-10-24T13:53:18.493199465Z 2024-10-24T13:53:18.493Z|00599|binding|INFO|Claiming lport openshift-oauth-apiserver_apiserver-6d668d4fc7-x2q4p for this chassis.
2024-10-24T13:53:18.493199465Z 2024-10-24T13:53:18.493Z|00600|binding|INFO|openshift-oauth-apiserver_apiserver-6d668d4fc7-x2q4p: Claiming 0a:58:0a:81:00:52 10.129.0.82
2024-10-24T13:53:18.551984342Z 2024-10-24T13:53:18.551Z|00601|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6d668d4fc7-x2q4p ovn-installed in OVS
2024-10-24T13:53:18.551984342Z 2024-10-24T13:53:18.551Z|00602|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6d668d4fc7-x2q4p up in Southbound
2024-10-24T13:53:53.846933873Z 2024-10-24T13:53:53.846Z|00603|memory_trim|INFO|Detected inactivity (last active 30016 ms ago): trimming memory
2024-10-24T13:55:04.398670528Z 2024-10-24T13:55:04.398Z|00604|memory_trim|INFO|Detected inactivity (last active 30002 ms ago): trimming memory
2024-10-24T13:56:12.993045636Z 2024-10-24T13:56:12.992Z|00605|binding|INFO|Releasing lport openshift-apiserver_apiserver-678f64f7c9-qqtmg from this chassis (sb_readonly=0)
2024-10-24T13:56:12.999070925Z 2024-10-24T13:56:12.993Z|00606|binding|INFO|Setting lport openshift-apiserver_apiserver-678f64f7c9-qqtmg down in Southbound
2024-10-24T13:56:13.685506506Z 2024-10-24T13:56:13.685Z|00607|binding|INFO|Claiming lport openshift-apiserver_apiserver-6545b7bd68-wnbqx for this chassis.
2024-10-24T13:56:13.685506506Z 2024-10-24T13:56:13.685Z|00608|binding|INFO|openshift-apiserver_apiserver-6545b7bd68-wnbqx: Claiming 0a:58:0a:81:00:53 10.129.0.83
2024-10-24T13:56:13.751066522Z 2024-10-24T13:56:13.751Z|00609|binding|INFO|Setting lport openshift-apiserver_apiserver-6545b7bd68-wnbqx ovn-installed in OVS
2024-10-24T13:56:13.751066522Z 2024-10-24T13:56:13.751Z|00610|binding|INFO|Setting lport openshift-apiserver_apiserver-6545b7bd68-wnbqx up in Southbound
2024-10-24T13:56:48.941990929Z 2024-10-24T13:56:48.941Z|00611|memory_trim|INFO|Detected inactivity (last active 30015 ms ago): trimming memory
2024-10-24T13:57:18.290812803Z 2024-10-24T13:57:18.290Z|00612|binding|INFO|Claiming lport openshift-marketplace_certified-operators-8dppf for this chassis.
2024-10-24T13:57:18.290910483Z 2024-10-24T13:57:18.290Z|00613|binding|INFO|openshift-marketplace_certified-operators-8dppf: Claiming 0a:58:0a:81:00:54 10.129.0.84
2024-10-24T13:57:18.349509679Z 2024-10-24T13:57:18.349Z|00614|binding|INFO|Setting lport openshift-marketplace_certified-operators-8dppf up in Southbound
2024-10-24T13:57:18.350381519Z 2024-10-24T13:57:18.350Z|00615|binding|INFO|Setting lport openshift-marketplace_certified-operators-8dppf ovn-installed in OVS
2024-10-24T13:57:31.389919150Z 2024-10-24T13:57:31.389Z|00616|binding|INFO|Releasing lport openshift-marketplace_certified-operators-8dppf from this chassis (sb_readonly=0)
2024-10-24T13:57:31.390016330Z 2024-10-24T13:57:31.389Z|00617|binding|INFO|Setting lport openshift-marketplace_certified-operators-8dppf down in Southbound
2024-10-24T13:57:37.332984428Z 2024-10-24T13:57:37.332Z|00618|binding|INFO|Claiming lport openshift-marketplace_redhat-operators-lmrfh for this chassis.
2024-10-24T13:57:37.333443528Z 2024-10-24T13:57:37.333Z|00619|binding|INFO|openshift-marketplace_redhat-operators-lmrfh: Claiming 0a:58:0a:81:00:55 10.129.0.85
2024-10-24T13:57:37.416287943Z 2024-10-24T13:57:37.416Z|00620|binding|INFO|Setting lport openshift-marketplace_redhat-operators-lmrfh ovn-installed in OVS
2024-10-24T13:57:37.416354313Z 2024-10-24T13:57:37.416Z|00621|binding|INFO|Setting lport openshift-marketplace_redhat-operators-lmrfh up in Southbound
2024-10-24T13:57:57.558529406Z 2024-10-24T13:57:57.558Z|00622|binding|INFO|Releasing lport openshift-marketplace_redhat-operators-lmrfh from this chassis (sb_readonly=0)
2024-10-24T13:57:57.558631706Z 2024-10-24T13:57:57.558Z|00623|binding|INFO|Setting lport openshift-marketplace_redhat-operators-lmrfh down in Southbound
2024-10-24T13:58:27.804055887Z 2024-10-24T13:58:27.803Z|00624|memory_trim|INFO|Detected inactivity (last active 30025 ms ago): trimming memory
2024-10-24T13:58:50.132668903Z 2024-10-24T13:58:50.132Z|00625|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:58:50.132750283Z 2024-10-24T13:58:50.132Z|00626|binding|INFO|openshift-kube-apiserver_revision-pruner-14-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:56 10.129.0.86
2024-10-24T13:58:50.200112690Z 2024-10-24T13:58:50.200Z|00627|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:58:50.200112690Z 2024-10-24T13:58:50.200Z|00628|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:58:52.766895732Z 2024-10-24T13:58:52.766Z|00629|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:58:52.767063612Z 2024-10-24T13:58:52.766Z|00630|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:59:22.751063898Z 2024-10-24T13:59:22.750Z|00631|binding|INFO|Claiming lport openshift-kube-apiserver_installer-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:59:22.751063898Z 2024-10-24T13:59:22.751Z|00632|binding|INFO|openshift-kube-apiserver_installer-14-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:57 10.129.0.87
2024-10-24T13:59:22.814505265Z 2024-10-24T13:59:22.814Z|00633|binding|INFO|Setting lport openshift-kube-apiserver_installer-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:59:22.814505265Z 2024-10-24T13:59:22.814Z|00634|binding|INFO|Setting lport openshift-kube-apiserver_installer-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:59:52.755003733Z 2024-10-24T13:59:52.754Z|00635|memory_trim|INFO|Detected inactivity (last active 30003 ms ago): trimming memory
2024-10-24T14:00:03.214845902Z 2024-10-24T14:00:03.214Z|00636|binding|INFO|Releasing lport openshift-kube-apiserver_installer-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T14:00:03.214973382Z 2024-10-24T14:00:03.214Z|00637|binding|INFO|Setting lport openshift-kube-apiserver_installer-14-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T14:00:46.238871118Z 2024-10-24T14:00:46.238Z|00638|memory_trim|INFO|Detected inactivity (last active 30012 ms ago): trimming memory
2024-10-24T14:02:08.267352643Z 2024-10-24T14:02:08.267Z|00639|memory_trim|INFO|Detected inactivity (last active 30006 ms ago): trimming memory
2024-10-24T14:03:44.686157065Z 2024-10-24T14:03:44.686Z|00640|memory_trim|INFO|Detected inactivity (last active 30008 ms ago): trimming memory
2024-10-24T14:05:20.435005488Z 2024-10-24T14:05:20.434Z|00641|memory_trim|INFO|Detected inactivity (last active 30018 ms ago): trimming memory
2024-10-24T14:06:36.817885761Z 2024-10-24T14:06:36.817Z|00642|memory_trim|INFO|Detected inactivity (last active 30002 ms ago): trimming memory
2024-10-24T14:08:00.147962585Z 2024-10-24T14:08:00.147Z|00643|binding|INFO|Releasing lport openshift-controller-manager_controller-manager-795448867c-2ht6p from this chassis (sb_readonly=0)
2024-10-24T14:08:00.147962585Z 2024-10-24T14:08:00.147Z|00644|binding|INFO|Setting lport openshift-controller-manager_controller-manager-795448867c-2ht6p down in Southbound
2024-10-24T14:08:01.565557391Z 2024-10-24T14:08:01.565Z|00645|binding|INFO|Claiming lport openshift-controller-manager_controller-manager-69b9cd8b79-6kfgx for this chassis.
2024-10-24T14:08:01.565647391Z 2024-10-24T14:08:01.565Z|00646|binding|INFO|openshift-controller-manager_controller-manager-69b9cd8b79-6kfgx: Claiming 0a:58:0a:81:00:58 10.129.0.88
2024-10-24T14:08:01.642743156Z 2024-10-24T14:08:01.642Z|00647|binding|INFO|Setting lport openshift-controller-manager_controller-manager-69b9cd8b79-6kfgx up in Southbound
2024-10-24T14:08:01.644700926Z 2024-10-24T14:08:01.644Z|00648|binding|INFO|Setting lport openshift-controller-manager_controller-manager-69b9cd8b79-6kfgx ovn-installed in OVS
